id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
3488,F,1.725,1.375,0.4875,47.62716,18.2287285,13.267566,13.1825175,10.0
3489,F,1.575,1.2125,0.4375,32.034935,12.65805175,7.21494775,10.8578585,12.0
3490,I,0.875,0.6375,0.225,5.5281525,2.551455,1.190679,1.85689225,6.0
3491,I,1.0125,0.7625,0.275,10.7444605,3.84135725,2.02698925,3.40194,12.0
3492,M,1.7125,1.3125,0.475,42.807745,18.63979625,9.808927,11.80756675,10.0
3493,I,0.8125,0.625,0.1875,5.10291,1.85689225,0.97805775,1.530873,5.0
3494,M,0.925,0.6875,0.2,6.50621025,2.721552,1.31825175,1.984465,10.0
3495,M,1.4,1.1,0.4,26.80445225,10.149121,6.08096775,7.37087,9.0
3496,M,1.575,1.25,0.4625,35.096681,13.93377925,8.4765005,9.8939755,11.0
3497,M,1.475,1.125,0.4,32.375129,14.571643,6.95980225,7.93786,8.0
3498,M,1.3,1.0,0.325,18.71067,7.3992195,3.27436725,5.726599,10.0
3499,F,1.4125,1.1125,0.4,25.35862775,12.11941125,5.03203625,7.654365,10.0
3500,I,1.475,1.1125,0.325,22.8213475,9.7238785,4.4508715,7.087375,11.0
3501,I,0.8125,0.6125,0.1875,4.09650275,1.91359125,0.963883,1.2757275,7.0
3502,I,1.0,0.775,0.25,8.9300925,3.40194,2.097863,2.4097075,5.0
3503,I,1.1,0.875,0.275,12.813974,5.76912325,2.36718325,3.5436875,7.0
3504,F,1.125,0.825,0.3,12.757275,5.4147545,2.50893075,4.1106775,8.0
3505,I,0.7875,0.575,0.225,3.6003865,1.17650425,0.8788345,1.13398,7.0
3506,M,1.1125,0.875,0.275,11.77921725,4.7343665,2.14038725,3.8271825,9.0
3507,M,1.375,1.0875,0.375,23.81358,10.02154825,4.9044635,7.2291225,8.0
3508,F,1.4625,1.125,0.3875,25.64212275,10.546014,6.066793,7.93786,8.0
3509,F,1.35,1.0375,0.4125,22.849697,8.66077225,5.10291,7.0590255,11.0
3510,M,1.3125,1.1,0.3625,22.0842605,11.0846545,4.3374735,6.520385,9.0
3511,M,1.325,1.0375,0.3875,27.51318975,8.3631025,5.5848515,10.0640725,19.0
3512,I,1.1,0.9,0.2875,13.777857,5.443104,2.84912475,4.0539785,7.0
3513,F,1.3875,1.1,0.425,27.78251,8.97261675,6.90310325,8.674947,14.0
3514,I,1.2875,1.0,0.4,19.17843675,8.03708325,3.86970675,7.0023265,8.0
3515,F,1.7125,1.3375,0.475,46.096287,20.36911575,10.39009175,12.6155275,11.0
3516,F,1.525,1.2,0.475,36.61337925,17.0097,8.0229085,9.922325,10.0
3517,I,1.475,1.1875,0.3625,23.48756075,10.61688775,5.386405,6.520385,11.0
3518,M,1.7375,1.375,0.4625,49.5265765,21.829115,9.241937,14.74174,10.0
3519,M,1.575,1.1875,0.4,32.72949775,13.380964,7.2291225,9.7805775,13.0
3520,M,1.675,1.375,0.425,41.560367,17.27902025,8.26387925,11.3398,17.0
3521,M,1.4375,1.15,0.3875,28.84561625,13.19669225,5.82582225,7.5126175,9.0
3522,I,0.8125,0.6125,0.1875,4.20990075,1.71514475,0.86465975,1.2757275,6.0
3523,F,1.8125,1.375,0.4875,54.090846,20.73765925,12.09106175,13.4660125,11.0
3524,I,1.325,1.0125,0.3125,18.9091165,8.561549,3.27436725,5.2446575,9.0
3525,I,1.1,0.8375,0.3,11.509897,4.74854125,2.36718325,3.8271825,8.0
3526,I,1.275,1.0,0.4,19.43358225,8.15048125,4.3374735,6.520385,11.0
3527,M,1.4375,1.0875,0.3375,28.462898,12.06271225,5.79747275,7.087375,13.0
3528,I,1.0,0.7875,0.2625,9.8939755,4.23825025,1.68679525,2.9766975,7.0
3529,M,1.45,1.125,0.375,27.25804425,13.4660125,4.706017,7.5126175,10.0
3530,I,1.3,0.9875,0.3375,17.53416575,5.54232725,4.15320175,6.747181,11.0
3531,F,1.8,1.4,0.5125,49.45570275,19.9863975,11.5382465,13.60776,13.0
3532,I,0.9375,0.7,0.2125,7.10154975,3.2601925,1.5025235,2.4097075,8.0
3533,I,1.225,0.95,0.35,15.35125425,6.4920355,2.79242575,4.6776675,10.0
3534,I,0.8625,0.6625,0.2,5.42892925,2.3530085,1.0489315,1.5592225,7.0
3535,M,1.5875,1.25,0.475,38.11590275,17.98775775,8.77417025,8.77417025,10.0
3536,I,0.4625,0.325,0.1125,0.8221355,0.396893,0.1417475,0.26932025,5.0
3537,M,1.4625,1.125,0.35,23.88445375,9.11436425,5.25883225,7.2291225,11.0
3538,I,1.375,1.0625,0.325,19.80212575,9.31281075,3.7704835,5.5281525,8.0
3539,I,0.4375,0.325,0.1,0.8221355,0.35436875,0.18427175,0.226796,4.0
3540,M,1.625,1.25,0.4125,35.87629225,17.7184375,7.7961125,8.7599955,8.0
3541,F,1.35,1.0125,0.35,21.375523,7.92368525,4.195726,6.19436575,14.0
3542,F,1.5125,1.1625,0.425,28.02348075,11.1413535,6.2652395,9.07184,9.0
3543,M,1.5125,1.1875,0.3625,32.61609975,10.61688775,6.27941425,10.0640725,18.0
3544,F,1.5,1.1875,0.4625,31.99241075,15.35125425,7.98038425,8.1363065,11.0
3545,I,0.9625,0.7,0.225,6.13766675,2.721552,1.0489315,1.74349425,9.0
3546,M,1.5625,1.1875,0.4125,31.6096925,11.35397475,7.35669525,8.6465975,12.0
3547,I,1.175,0.925,0.3,13.154168,6.36446275,2.99087225,4.252425,8.0
3548,I,1.2625,0.975,0.3125,18.83824275,7.69688925,4.12485225,5.273007,8.0
3549,M,1.7375,1.4125,0.4875,49.90929475,16.4143605,10.70193625,15.4504775,12.0
3550,M,1.225,0.9625,0.3375,23.28911425,9.48290775,5.0745605,5.6699,10.0
3551,I,1.2,0.8625,0.3,14.458245,5.6415505,3.0333965,3.8271825,8.0
3552,I,1.4,1.0875,0.425,24.70658925,10.829509,4.139027,7.52679225,11.0
3553,F,1.4875,1.1625,0.4125,30.71668325,14.628342,7.200773,8.77417025,9.0
3554,F,1.6125,1.3125,0.4375,48.931237,17.73261225,7.9095105,13.324265,16.0
3555,I,0.95,0.675,0.225,6.0951425,2.05533875,1.70097,1.984465,8.0
3556,I,1.075,0.85,0.2875,10.44679075,4.91863825,2.2963095,3.5436875,7.0
3557,M,1.325,1.05,0.4375,24.22464775,10.77281,5.8116475,7.7961125,14.0
3558,F,1.8,1.45,0.45,50.802304,23.6151335,10.20582,12.45960525,10.0
3559,F,1.375,1.15,0.3875,24.1821235,9.05766525,5.62737575,7.087375,11.0
3560,F,1.2625,1.0,0.3375,17.53416575,5.6699,4.025629,6.23689,14.0
3561,I,1.175,0.875,0.25,11.6516445,4.9611625,2.48058125,3.8271825,8.0
3562,M,1.675,1.275,0.4875,43.70075425,19.3627085,10.87203325,10.70193625,11.0
3563,F,1.4625,1.15,0.4125,29.9087225,11.623295,6.1518415,8.9300925,13.0
3564,I,1.3,0.9375,0.3125,17.36406875,9.25611175,3.6003865,4.819415,8.0
3565,M,1.4,1.125,0.375,25.27357925,10.8011595,4.932813,8.0796075,11.0
3566,F,1.2875,1.0,0.3125,17.76096175,7.3425205,4.01145425,4.9611625,9.0
3567,M,1.6125,1.2625,0.475,32.1199835,12.3320325,8.03708325,10.035723,10.0
3568,I,0.35,0.2625,0.0875,0.49611625,0.1417475,0.09922325,0.1417475,4.0
3569,F,1.5625,1.25,0.4125,31.808139,13.79203175,7.030676,9.4970825,13.0
3570,F,1.525,1.175,0.5125,37.18036925,13.19669225,8.2497045,11.623295,19.0
3571,I,0.9,0.6875,0.2375,5.71242425,2.721552,1.304077,2.551455,7.0
3572,M,0.9,0.675,0.225,5.37223025,1.644271,1.1056305,1.757669,10.0
3573,M,1.5,1.175,0.45,27.9242575,11.5949455,5.613201,8.6465975,12.0
3574,I,1.375,1.0375,0.3625,22.6512505,10.149121,4.819415,5.386405,9.0
3575,M,1.375,1.025,0.35,22.2543575,8.1930055,5.20213325,7.37087,10.0
3576,I,1.0875,0.875,0.275,14.911837,6.13766675,2.87747425,4.422522,8.0
3577,M,1.8,1.375,0.5,55.46579675,21.262125,13.48018725,18.66814575,14.0
3578,I,1.125,0.8375,0.2875,14.9968855,7.314171,3.2034935,3.21766825,7.0
3579,M,1.4,1.1375,0.4,23.7285315,9.6671795,4.57844425,6.6621325,10.0
3580,I,1.25,0.975,0.35,14.81261375,6.13766675,3.061746,5.953395,11.0
3581,I,1.025,0.8125,0.225,10.886208,4.0539785,1.88524175,2.9766975,8.0
3582,F,1.6125,1.275,0.45,38.55532,15.2803805,6.406987,12.5021295,11.0
3583,F,1.6125,1.2,0.4,37.194544,12.48795475,7.654365,11.77921725,16.0
3584,M,1.25,0.95,0.3375,17.6050395,7.427569,4.01145425,5.10291,7.0
3585,I,1.15,0.8875,0.275,12.47378,5.74077375,2.6932025,3.288542,8.0
3586,I,0.9875,0.7375,0.225,6.13766675,2.6365035,1.74349425,2.26796,8.0
3587,M,1.6125,1.275,0.45,39.179009,16.726205,9.8372765,10.61688775,12.0
3588,I,0.75,0.575,0.1875,3.61456125,1.40330025,0.75126175,1.13398,4.0
3589,M,1.55,1.225,0.3875,31.071052,12.74310025,7.47009325,8.9300925,13.0
3590,F,1.6125,1.25,0.4,39.19318375,18.427175,8.60407325,9.7805775,10.0
3591,F,1.6,1.275,0.4125,38.51279575,17.2081465,7.35669525,10.3475675,11.0
3592,I,1.1125,0.8875,0.3375,12.54465375,5.329706,2.14038725,4.819415,7.0
3593,M,1.5125,1.175,0.3375,28.64716975,11.4815475,6.27941425,8.3631025,10.0
3594,I,0.8375,0.65,0.1875,5.71242425,2.31048425,0.7654365,1.8427175,8.0
3595,I,0.975,0.7375,0.275,8.15048125,3.21766825,1.68679525,2.4097075,6.0
3596,I,1.25,0.925,0.3125,17.633389,8.051258,3.3735905,4.819415,9.0
3597,I,0.9125,0.6875,0.2125,6.27941425,2.7499015,1.2190285,1.71514475,6.0
3598,M,1.5,1.1875,0.45,31.48211975,12.6155275,6.2652395,9.7805775,12.0
3599,I,1.0625,0.775,0.275,10.27669375,4.9044635,2.42388225,2.9766975,7.0
3600,I,1.15,0.9125,0.3,17.633389,7.3425205,3.0333965,4.819415,7.0
3601,F,1.7625,1.4,0.5125,44.74968575,20.14231975,11.793392,10.3475675,10.0
3602,M,1.525,1.1625,0.4125,32.98464325,12.48795475,6.010094,9.8939755,17.0
3603,M,1.5125,1.175,0.3625,30.43318825,14.67086625,6.56290925,8.3064035,11.0
3604,F,1.55,1.15,0.4,35.3518265,16.62698175,7.10154975,9.02931575,15.0
3605,F,1.425,1.0875,0.3625,26.80445225,11.0846545,5.5281525,7.087375,11.0
3606,M,1.325,1.025,0.4,20.97863,6.9456275,4.40834725,5.953395,13.0
3607,F,1.8,1.375,0.475,50.6605565,23.31746375,10.602713,15.4504775,10.0
3608,M,1.4875,1.125,0.3875,29.9654215,13.947954,5.839997,7.5126175,11.0
3609,F,1.1,0.875,0.2875,15.8473705,7.314171,3.75630875,3.6570855,8.0
3610,M,1.55,1.275,0.4375,37.1094955,15.7339725,7.767763,10.092422,10.0
3611,I,0.6,0.4375,0.1625,2.9766975,0.963883,0.3685435,0.60951425,5.0
3612,F,1.575,1.2,0.375,33.40988575,16.82542825,6.463686,8.3064035,9.0
3613,I,0.725,0.525,0.1875,3.38776525,1.71514475,0.8788345,0.850485,5.0
3614,F,1.4125,1.1625,0.3625,26.2799865,9.4403835,6.2085405,8.448151,10.0
3615,M,1.5,1.1875,0.4,30.71668325,13.4660125,6.5487345,8.9300925,15.0
3616,F,1.4625,1.0875,0.3625,23.43086175,12.0485375,4.5075705,6.3786375,8.0
3617,F,1.375,1.025,0.3625,24.84833675,12.8990225,5.71242425,5.10291,10.0
3618,I,0.825,0.625,0.1875,4.49339575,2.67902775,1.077281,1.417475,7.0
3619,F,1.125,0.875,0.3125,16.45688475,7.0590255,3.41611475,4.195726,9.0
3620,M,1.3,1.0125,0.375,25.7696955,10.67358675,5.08873525,8.221355,11.0
3621,F,1.375,1.0625,0.325,21.035329,9.6671795,4.819415,5.5281525,12.0
3622,I,0.6375,0.4625,0.175,2.041164,0.86465975,0.46776675,0.56699,4.0
3623,M,1.5875,1.2125,0.475,34.5013415,15.06775925,6.80388,10.77281,11.0
3624,I,0.8875,0.6625,0.225,6.1518415,2.7499015,1.3324265,1.644271,6.0
3625,M,1.35,1.05,0.3875,23.85610425,9.298636,5.783298,7.087375,15.0
3626,I,0.95,0.75,0.225,7.98038425,3.55786225,1.48834875,1.984465,7.0
3627,M,1.5875,1.25,0.45,36.58502975,11.1413535,8.29222875,11.623295,19.0
3628,I,1.3,0.9875,0.275,16.839603,7.75358825,3.2601925,5.10291,8.0
3629,F,1.2125,0.9625,0.3375,18.313777,8.334753,4.57844425,4.422522,9.0
3630,F,1.5,1.2,0.4125,29.44095575,12.1052365,7.37087,8.50485,10.0
3631,I,0.9375,0.6875,0.225,8.618248,3.912231,1.68679525,2.56562975,7.0
3632,I,1.1,0.8125,0.25,10.7444605,4.83358975,2.381358,2.6932025,9.0
3633,M,1.375,1.05,0.375,24.11124975,10.75863525,6.25106475,7.49844275,9.0
3634,F,1.225,0.9375,0.3625,19.85882475,6.67630725,4.57844425,6.23689,13.0
3635,F,1.525,1.1625,0.4,33.69649525,15.1102835,7.78193775,8.1363065,8.0
3636,F,1.1875,0.9125,0.3,13.1258185,5.4147545,3.231843,4.1106775,10.0
3637,I,0.7,0.525,0.2,3.30271675,1.60174675,0.75126175,1.190679,6.0
3638,F,1.2625,1.0,0.3,20.79435825,9.87980075,4.309124,5.2446575,8.0
3639,M,1.5375,1.1875,0.3875,31.19862475,13.7495075,7.6260155,8.164656,12.0
3640,M,1.5375,1.175,0.375,31.62386725,11.8784405,7.38504475,10.489315,13.0
3641,F,1.6,1.275,0.4125,35.22425375,12.43125575,7.3425205,13.4660125,21.0
3642,M,1.45,1.125,0.4,33.26813825,14.64251675,8.00873375,8.0796075,11.0
3643,F,1.6875,1.3125,0.4875,41.4753185,18.824068,11.2547515,12.26115875,11.0
3644,I,0.925,0.6875,0.225,6.87475375,2.948348,0.963883,2.19708625,6.0
3645,M,1.3125,1.025,0.325,20.59591175,8.34892775,4.40834725,5.499803,10.0
3646,I,1.3125,1.0,0.3125,18.71067,8.334753,3.64291075,5.9250455,10.0
3647,I,0.6375,0.4875,0.15,2.8066005,1.54504775,0.58116475,0.7087375,3.0
3648,F,1.5,1.1375,0.4375,34.6147395,15.592225,5.11708475,10.6310625,14.0
3649,M,1.225,0.975,0.3375,16.76872925,6.860579,3.89805625,5.2446575,9.0
3650,I,1.3125,0.975,0.35,16.54193325,8.15048125,4.1673765,5.046211,8.0
3651,I,1.1875,0.9375,0.3125,13.834556,6.02426875,2.438057,4.252425,9.0
3652,M,1.2,0.975,0.3125,17.0380495,7.86698625,4.40834725,4.3941725,7.0
3653,M,1.575,1.2625,0.375,40.9083285,13.79203175,7.81028725,10.0640725,19.0
3654,F,1.65,1.3125,0.45,39.9444455,18.52639825,8.8166945,12.71475075,10.0
3655,F,1.5125,1.125,0.375,26.32251075,10.61688775,5.11708475,6.87475375,10.0
3656,F,1.6125,1.25,0.375,38.952213,16.8112535,9.9506745,9.7805775,11.0
3657,I,1.375,1.0375,0.3375,19.17843675,8.561549,4.01145425,5.386405,9.0
3658,F,1.5,1.175,0.4,30.51823675,13.93377925,6.27941425,8.50485,11.0
3659,F,1.5375,1.1875,0.3875,31.2694985,13.79203175,7.01650125,9.7805775,13.0
3660,M,1.45,1.15,0.4125,26.761928,10.035723,5.4714535,8.788345,10.0
3661,I,0.725,0.5375,0.1375,3.24601775,1.2757275,0.8788345,0.9922325,5.0
3662,I,0.75,0.575,0.2,3.96893,1.60174675,0.75126175,1.190679,7.0
3663,I,1.4375,1.125,0.3375,22.12678475,9.48290775,5.6699,7.5126175,12.0
3664,M,1.475,1.1875,0.3875,30.1922175,13.834556,5.40057975,8.50485,11.0
3665,M,0.7,0.5375,0.2,3.6570855,1.60174675,0.72291225,1.190679,10.0
3666,M,1.2625,1.0375,0.4,20.19901875,7.7394135,4.3941725,6.23689,12.0
3667,I,0.95,0.7125,0.225,7.9095105,3.58621175,1.88524175,2.26796,6.0
3668,I,1.375,1.0625,0.375,23.51591025,12.0485375,4.66349275,6.520385,8.0
3669,M,1.425,1.1125,0.35,27.76833525,12.23280925,5.2446575,7.15824875,12.0
3670,M,1.3125,1.0375,0.325,21.715717,7.92368525,4.025629,7.37087,14.0
3671,I,0.9625,0.75,0.2375,7.9095105,3.55786225,1.4458245,2.59397925,8.0
3672,I,0.6625,0.4875,0.175,2.33883375,0.963883,0.5386405,0.63786375,5.0
3673,F,1.3,0.9875,0.3,18.71067,9.25611175,3.5436875,4.9611625,9.0
3674,I,1.225,0.975,0.3125,16.82542825,7.3425205,3.5436875,5.386405,9.0
3675,F,1.5,1.175,0.3875,33.0271675,14.72756525,6.42116175,8.6465975,9.0
3676,I,0.7375,0.5375,0.1875,3.98310475,1.45999925,0.43941725,1.0489315,6.0
3677,I,0.6,0.3875,0.1,1.0489315,0.52446575,0.1417475,0.2551455,5.0
3678,M,1.525,1.225,0.425,31.638042,12.7856245,7.597666,9.63883,11.0
3679,F,1.5,1.15,0.3875,29.27085875,10.21999475,6.23689,8.3631025,11.0
3680,M,1.1875,0.8875,0.3125,14.5999925,7.654365,3.13261975,3.572037,9.0
3681,F,1.15,0.8875,0.3125,13.721158,5.4714535,3.118445,4.1106775,12.0
3682,F,1.325,0.95,0.3125,17.4916415,6.577084,4.3941725,6.520385,9.0
3683,F,1.475,1.125,0.4125,30.43318825,12.62970225,6.973977,8.3631025,10.0
3684,M,1.3125,1.0625,0.35,21.8007655,9.07184,4.97533725,6.23689,10.0
3685,F,1.4625,1.1375,0.4125,28.84561625,12.3320325,5.556502,7.654365,11.0
3686,M,1.5125,1.2125,0.375,29.8520235,13.65028425,7.01650125,8.50485,15.0
3687,M,1.625,1.325,0.45,41.0784255,18.27125275,8.4765005,11.623295,10.0
3688,F,1.5,1.2,0.4125,30.44872325,13.154168,6.25106475,8.50485,12.0
3689,F,1.475,1.15,0.4,28.22192725,14.0330025,6.80388,6.80388,11.0
3690,I,0.9,0.6625,0.225,6.33611325,2.65067825,1.0489315,1.757669,7.0
3691,M,1.6,1.275,0.475,34.246196,13.62193475,7.41339425,11.90679,20.0
3692,F,1.525,1.2,0.4125,32.6869735,15.06775925,7.07320025,8.9867915,9.0
3693,M,0.9,0.675,0.225,6.13766675,2.76407625,1.0489315,1.74349425,7.0
3694,F,1.4375,1.125,0.3625,25.231055,10.149121,4.422522,6.9456275,10.0
3695,I,0.8125,0.6,0.2,4.89028875,2.42388225,1.077281,1.2757275,5.0
3696,M,1.4375,1.1875,0.4125,34.0477495,15.94659375,7.98038425,7.93786,11.0
3697,I,0.925,0.6875,0.225,6.81805475,2.31048425,1.26155275,1.984465,6.0
3698,I,0.8875,0.7,0.2125,6.23689,2.76407625,1.0489315,1.8427175,7.0
3699,M,1.55,1.2125,0.4875,37.194544,15.03940975,7.427569,11.623295,14.0
3700,F,1.3625,1.075,0.4,22.1976585,9.525432,4.4508715,6.81805475,8.0
3701,M,1.425,1.1,0.3375,23.54425975,9.90815025,5.556502,7.2291225,9.0
3702,M,1.5,1.1875,0.4,35.550273,17.5483405,8.40562675,9.2135875,8.0
3703,F,1.475,1.175,0.4375,33.57998275,11.226402,7.24329725,11.623295,12.0
3704,I,0.9,0.65,0.1875,5.57067675,2.3530085,1.20485375,1.5592225,7.0
3705,I,1.25,0.975,0.3,15.43630275,6.90310325,3.27436725,3.685435,9.0
3706,M,1.3375,1.0125,0.3125,20.41164,8.6465975,4.6209685,5.5281525,8.0
3707,F,1.5,1.1625,0.425,31.808139,14.10387625,7.52679225,8.9300925,12.0
3708,M,1.375,1.1125,0.325,24.76328825,12.587178,5.85417175,7.7961125,9.0
3709,I,0.85,0.6,0.2125,5.31553125,2.05533875,1.43164975,1.644271,7.0
3710,I,1.45,1.1,0.35,27.499015,13.60776,4.57844425,6.87475375,10.0
3711,I,0.9375,0.7125,0.25,8.7032965,3.515338,1.8994165,2.324659,7.0
3712,F,1.3,1.0125,0.3,21.41804725,7.597666,3.86970675,6.23689,13.0
3713,I,1.1,0.8375,0.275,11.89261525,3.912231,2.041164,3.685435,7.0
3714,I,1.1,0.875,0.325,12.74310025,5.06038575,2.90582375,3.685435,8.0
3715,I,1.2375,0.975,0.3,17.9452335,8.46232575,3.38776525,4.9611625,8.0
3716,F,1.5,1.2,0.375,32.72949775,16.62698175,6.93145275,8.448151,9.0
3717,M,0.6625,0.4875,0.1375,2.08368825,1.077281,0.56699,0.737087,5.0
3718,I,1.2125,0.95,0.325,15.83319575,7.6260155,3.061746,4.1673765,8.0
3719,F,1.7,1.375,0.425,42.807745,18.18620425,8.391452,12.757275,19.0
3720,F,1.625,1.2875,0.4125,37.71900975,16.20173925,8.051258,9.4970825,11.0
3721,I,1.45,1.0,0.325,16.71203025,6.123492,3.52951275,5.5281525,9.0
3722,I,1.0375,0.7875,0.2375,9.8939755,4.37999775,1.5592225,3.118445,7.0
3723,I,0.8375,0.6,0.2375,6.64795775,3.061746,1.4458245,1.71514475,6.0
3724,I,1.4125,1.0,0.3375,18.27125275,9.6671795,3.75630875,4.53592,8.0
3725,I,0.6375,0.45,0.15,2.0695135,0.89300925,0.3685435,0.7087375,5.0
3726,F,1.225,0.975,0.3375,17.50581625,4.63514325,3.92640575,6.23689,14.0
3727,F,1.5625,1.2,0.425,38.71124225,14.75591475,8.5331995,11.056305,16.0
3728,F,1.5375,1.2125,0.45,32.2333815,13.947954,8.2497045,9.00096625,9.0
3729,F,1.3875,1.075,0.3375,23.586784,11.963489,4.989512,6.23689,9.0
3730,I,0.675,0.5125,0.175,3.685435,1.587572,0.80796075,1.51669825,6.0
3731,F,1.6625,1.3125,0.4625,49.45570275,21.92833825,11.35397475,11.1980525,13.0
3732,M,1.525,1.225,0.375,32.16250775,14.92601175,8.618248,10.20582,9.0
3733,I,0.975,0.725,0.2625,7.78193775,3.04757125,1.70097,2.6365035,7.0
3734,I,1.0875,0.8625,0.3125,12.68640125,6.76135575,2.4097075,3.33106625,7.0
3735,F,1.55,1.1875,0.3875,30.43318825,13.8062065,7.75358825,7.7961125,11.0
3736,M,1.25,0.975,0.3,15.365429,7.92368525,2.90582375,4.082328,10.0
3737,I,1.15,0.975,0.2875,16.1308655,8.32057825,3.04757125,4.53592,11.0
3738,M,1.1875,0.9375,0.35,16.76872925,6.6054335,3.50116325,5.10291,10.0
3739,I,1.3375,1.075,0.375,20.82270775,10.81533425,4.422522,6.23689,9.0
3740,I,1.3625,1.0,0.375,22.1976585,9.7238785,4.0539785,5.8116475,9.0
3741,M,1.4375,1.1,0.4,26.63435525,10.67358675,5.23048275,7.654365,16.0
3742,M,1.4375,1.125,0.3875,24.777463,9.28446125,4.649318,7.087375,12.0
3743,M,1.5375,1.1875,0.425,27.1304715,12.34620725,5.57067675,8.788345,9.0
3744,M,1.55,1.2,0.4125,30.83008125,12.6722265,7.257472,9.07184,11.0
3745,I,1.1,0.8125,0.2875,11.1413535,4.80524025,2.608154,3.35941575,8.0
3746,I,1.2125,0.9625,0.3125,17.349894,7.10154975,3.58621175,4.32329875,8.0
3747,M,1.6875,1.3125,0.3375,41.39027,18.49804875,8.448151,11.623295,10.0
3748,M,1.325,1.025,0.375,20.241543,8.57572375,4.309124,6.3786375,13.0
3749,I,1.2,0.925,0.3125,15.932419,7.9095105,3.9972795,4.3941725,7.0
3750,I,1.3125,0.9375,0.2875,15.43630275,6.5487345,4.0539785,4.819415,7.0
3751,M,1.6,1.2625,0.5125,36.81182575,14.17475,9.62465525,10.3475675,9.0
3752,I,1.0,0.8125,0.275,8.80251975,3.21766825,1.51669825,2.494756,8.0
3753,F,1.4875,1.175,0.375,31.127751,12.94154675,5.3013565,9.7805775,11.0
3754,I,1.1125,0.8625,0.2875,10.6310625,4.29494925,2.25378525,3.5436875,7.0
3755,M,1.3625,1.1,0.4,24.73493875,12.20445975,6.36446275,8.0796075,8.0
3756,I,1.45,1.125,0.3625,23.7285315,10.24834425,5.14543425,6.6621325,9.0
3757,I,1.175,0.9125,0.35,15.2236815,6.350288,3.061746,4.53592,8.0
3758,M,1.3,1.0,0.3625,19.80212575,6.917278,4.5075705,7.087375,13.0
3759,M,1.5625,1.2,0.375,30.43318825,12.40290625,6.293589,8.9300925,11.0
3760,F,1.5,1.1875,0.4,29.15746075,11.07047975,6.8322295,8.50485,12.0
3761,F,1.5625,1.25,0.4625,40.029494,16.4710595,9.11436425,11.056305,11.0
3762,I,0.5375,0.4125,0.1375,1.82854275,0.60951425,0.49611625,0.56699,5.0
3763,M,1.3375,1.0375,0.4,22.89222125,9.05766525,4.89028875,7.654365,14.0
3764,I,0.925,0.7,0.225,6.577084,2.6365035,1.190679,2.1262125,8.0
3765,M,1.475,1.25,0.4125,28.973189,11.056305,6.10931725,8.788345,14.0
3766,F,1.5875,1.2625,0.475,34.68561325,15.77649675,7.64019025,9.39785925,11.0
3767,I,0.8375,0.6375,0.2375,5.68407475,2.05533875,1.03475675,1.5592225,5.0
3768,M,1.65,1.3125,0.4625,42.297454,18.5122235,8.77417025,11.90679,10.0
3769,F,1.575,1.2625,0.4875,37.32211675,16.386011,7.29999625,10.3475675,9.0
3770,F,1.4125,1.1375,0.425,32.41765325,16.57028275,6.64795775,7.540967,8.0
3771,M,1.2875,1.05,0.35,19.17843675,8.63242275,4.01145425,5.17378375,8.0
3772,M,1.5875,1.2,0.3875,34.9549335,16.0741665,8.8166945,9.07184,9.0
3773,I,0.6875,0.5,0.2,2.8066005,1.0489315,0.680388,0.850485,6.0
3774,M,1.5125,1.1875,0.375,31.79396425,12.00601325,6.53455975,9.07184,12.0
3775,M,1.625,1.2375,0.3875,35.50774875,16.5844575,8.66077225,9.63883,11.0
3776,M,1.8125,1.3375,0.5375,43.70075425,20.241543,9.015141,11.056305,12.0
3777,I,0.775,0.6125,0.2375,4.082328,1.5025235,0.86465975,1.13398,6.0
3778,I,1.125,0.875,0.3,15.09610875,7.93786,3.6003865,3.8271825,8.0
3779,F,1.45,1.1,0.375,24.720764,12.3887315,5.8683465,5.6415505,9.0
3780,I,1.3,0.975,0.3125,15.74814725,7.767763,3.04757125,4.15320175,7.0
3781,M,1.3125,1.0,0.3125,23.9553275,10.9145575,5.23048275,5.2446575,10.0
3782,F,1.675,1.3,0.5,42.354153,17.78931125,9.128539,11.90679,11.0
3783,I,0.9375,0.6875,0.2,6.13766675,2.721552,1.077281,2.26796,7.0
3784,F,1.575,1.2625,0.4375,35.19590425,14.84096325,7.427569,10.0640725,11.0
3785,F,1.6375,1.2625,0.475,37.32211675,17.0097,8.561549,11.623295,20.0
3786,M,1.425,1.125,0.375,27.34309275,13.16834275,6.22271525,7.087375,9.0
3787,M,1.5125,1.1375,0.4,32.1199835,15.46465225,7.144074,8.0796075,9.0
3788,F,1.6125,1.225,0.425,34.699788,15.592225,7.3992195,8.7599955,11.0
3789,M,1.3625,1.0625,0.325,21.47474625,9.6104805,4.63514325,5.5281525,10.0
3790,I,0.8375,0.625,0.2,4.80524025,2.2963095,1.37495075,1.5592225,7.0
3791,M,1.4125,1.1375,0.3875,23.79940525,9.525432,5.40057975,7.654365,11.0
3792,M,1.45,1.15,0.3875,29.993771,13.31009025,6.36446275,8.0796075,9.0
3793,F,1.075,0.8125,0.2625,10.33339275,4.932813,1.814368,2.9766975,8.0
3794,F,1.6,1.225,0.45,33.77842925,19.447757,6.47786075,8.3631025,11.0
3795,I,1.0875,0.8125,0.275,10.44679075,4.46504625,2.45223175,2.9766975,8.0
